TransactionID,AccountID,TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,FraudLabel,TimeSinceLastTransaction,Fraud_IF,Fraud_OCSVM,Fraud_DBSCAN,Total_Fraud_Detections
TX000634,AC00215,135.57,0,4,219,133,72,1,51,Doctor,116,1,11351.64,0,-43944850.0,0,0,0,0
TX000635,AC00275,340.05,1,11,191,190,37,0,43,Engineer,37,1,7234.15,0,-32280050.0,0,0,0,0
TX000636,AC00482,283.45,1,7,384,79,38,1,27,Engineer,127,1,2049.51,0,-33144244.0,0,0,0,0
TX000637,AC00357,100.99,1,27,451,25,77,0,68,Doctor,114,1,8865.27,0,-45330523.0,0,0,0,0
TX000638,AC00026,90.88,1,0,434,285,70,1,18,Student,176,1,3908.47,0,-53795904.0,0,0,0,0
TX000639,AC00416,655.15,1,39,606,28,82,0,26,Engineer,264,1,5587.44,0,-58031061.0,1,1,0,2
TX000640,AC00058,320.55,1,25,532,297,40,2,50,Engineer,118,1,438.75,0,-47746587.0,0,0,0,0
TX000641,AC00170,41.51,1,31,668,173,83,2,28,Student,48,1,609.6,0,-34269861.0,0,0,0,0
TX000642,AC00262,71.53,0,17,405,29,29,1,68,Retired,39,1,2393.73,0,-32023355.0,0,0,0,0
TX000643,AC00032,467.13,0,18,24,185,95,1,54,Retired,45,1,3914.84,0,-34786112.0,0,0,0,0
TX000644,AC00131,235.4,1,11,139,517,37,1,28,Student,70,1,818.36,0,-34960068.0,0,0,0,0
TX000645,AC00176,159.32,1,39,431,410,32,1,18,Student,100,1,304.44,0,-56812399.0,0,0,0,0
TX000646,AC00139,50.83,0,30,406,264,75,2,30,Doctor,48,1,9553.42,0,-27792232.0,0,0,0,0
TX000647,AC00056,56.89,0,15,118,390,61,1,59,Engineer,56,1,3034.67,0,-55260356.0,0,0,0,0
TX000648,AC00276,20.22,1,17,121,212,2,0,43,Engineer,138,1,5515.32,0,-52234813.0,0,0,0,0
TX000649,AC00447,50.4,1,35,548,432,78,1,36,Doctor,84,1,1677.01,0,-50771073.0,0,0,0,0
TX000650,AC00143,73.88,1,20,390,93,8,1,53,Retired,131,1,4055.55,0,-47139935.0,0,0,0,0
TX000651,AC00139,119.61,1,36,100,591,16,0,33,Doctor,53,1,9899.94,0,-51896787.0,0,0,0,0
TX000652,AC00208,1241.05,1,24,103,163,88,1,18,Student,129,1,756.74,0,-30123907.0,0,0,1,1
TX000653,AC00426,116.58,1,33,626,299,37,1,43,Engineer,247,1,2620.74,0,-37207712.0,0,0,0,0
TX000654,AC00423,1919.11,1,32,186,321,32,0,30,Doctor,161,1,11090.24,1,-42819722.0,1,1,1,4
TX000655,AC00381,391.96,1,26,437,72,31,0,64,Retired,79,1,2174.16,0,-43515889.0,0,0,0,0
TX000656,AC00458,156.26,0,41,132,456,58,1,46,Engineer,160,1,7854.1,0,-58025985.0,0,0,0,0
TX000657,AC00014,427.0,0,28,609,238,64,1,49,Engineer,163,1,8253.65,0,-39884581.0,0,0,0,0
TX000658,AC00071,443.68,1,40,385,174,11,0,18,Student,137,1,874.15,0,-48258714.0,0,0,0,0
TX000659,AC00054,101.76,1,30,359,528,70,1,31,Doctor,26,1,6043.25,0,-53793824.0,0,0,0,0
TX000660,AC00182,67.57,1,5,481,195,92,1,37,Engineer,107,1,2766.12,0,-38417197.0,0,0,0,0
TX000661,AC00257,326.29,1,10,180,483,24,2,56,Engineer,179,1,8171.26,0,-28825209.0,0,0,0,0
TX000662,AC00006,158.56,1,34,26,350,86,0,33,Doctor,100,1,5401.21,0,-53102555.0,0,0,0,0
TX000663,AC00424,56.02,1,22,440,543,2,2,27,Student,142,1,3548.02,0,-43510649.0,0,0,0,0
TX000664,AC00131,288.28,1,32,125,267,86,2,27,Student,36,1,160.83,0,-56732109.0,0,0,0,0
TX000665,AC00133,245.67,0,32,95,387,87,1,24,Student,107,1,752.25,0,-58023158.0,0,0,0,0
TX000666,AC00393,152.18,0,20,617,423,92,2,39,Engineer,176,4,2459.84,1,-39280408.0,1,0,1,3
TX000667,AC00361,114.35,0,12,257,276,24,1,41,Engineer,21,1,469.12,0,-29606034.0,0,0,0,0
TX000668,AC00092,373.27,0,24,88,404,52,2,61,Doctor,79,1,8441.61,0,-41004213.0,0,0,0,0
TX000669,AC00049,504.63,1,32,127,524,67,2,60,Engineer,168,1,3806.16,0,-30812440.0,0,0,0,0
TX000670,AC00023,126.22,1,1,92,566,80,0,46,Engineer,77,4,6133.41,1,-47490146.0,0,0,1,2
TX000671,AC00323,820.15,1,18,273,83,92,1,47,Doctor,181,1,8802.97,0,-27790653.0,0,0,0,0
TX000672,AC00372,986.81,0,15,91,127,38,2,68,Doctor,127,1,14881.77,1,-50426194.0,1,1,1,4
TX000673,AC00497,8.37,1,7,410,121,10,0,63,Retired,135,1,1106.34,1,-57167396.0,0,0,0,1
TX000674,AC00130,197.49,0,14,629,202,6,2,53,Retired,30,1,5005.33,0,-42305395.0,0,0,0,0
TX000675,AC00034,637.97,1,27,626,16,65,1,58,Retired,90,1,7949.03,0,-32626238.0,0,0,0,0
TX000676,AC00286,13.52,1,39,567,202,0,0,26,Student,65,1,259.77,0,-46538102.0,0,0,0,0
TX000677,AC00232,432.1,1,37,257,237,47,0,49,Engineer,240,1,2114.3,0,-51378119.0,0,0,0,0
TX000678,AC00182,375.17,1,13,220,38,52,0,51,Engineer,66,2,5495.3,0,-44463033.0,0,0,1,1
TX000679,AC00136,642.68,1,14,261,468,33,1,50,Doctor,94,1,8461.46,0,-54054687.0,0,0,0,0
TX000680,AC00101,78.44,0,38,460,403,32,2,52,Retired,292,1,6870.84,0,-30120309.0,1,1,1,3
TX000681,AC00328,139.72,1,22,499,357,32,1,49,Engineer,201,1,5058.83,0,-56816124.0,0,0,0,0
TX000682,AC00356,499.99,1,38,98,566,45,1,31,Engineer,296,1,8885.0,0,-39715668.0,0,0,0,0
TX000683,AC00312,10.07,1,0,477,368,28,2,24,Student,49,1,530.81,0,-56733676.0,0,1,0,1
TX000684,AC00242,120.62,1,33,23,94,86,0,23,Student,85,1,9379.53,0,-53191768.0,0,0,0,0
TX000685,AC00123,578.49,1,26,448,280,31,1,59,Retired,180,1,6475.13,0,-33229199.0,0,0,0,0
TX000686,AC00071,119.3,1,23,579,567,57,1,34,Engineer,22,5,319.04,1,-37468801.0,1,1,1,4
TX000687,AC00370,280.92,1,31,309,70,47,2,41,Doctor,168,1,5298.85,0,-26574291.0,0,0,0,0
TX000688,AC00330,42.42,1,34,67,489,41,2,21,Student,102,1,490.57,0,-45067754.0,0,0,0,0
TX000689,AC00218,77.03,1,14,661,72,29,0,67,Doctor,259,1,11310.27,0,-43513813.0,0,0,0,0
TX000690,AC00437,22.59,1,39,47,43,59,0,62,Retired,45,1,3988.75,0,-50774146.0,0,0,0,0
TX000691,AC00287,568.76,1,3,215,493,96,0,51,Retired,155,1,7484.32,0,-33837799.0,0,0,0,0
TX000692,AC00418,25.94,0,38,226,428,2,2,58,Retired,211,5,4815.11,1,-33225187.0,1,1,1,4
TX000693,AC00465,105.94,1,28,515,176,73,1,51,Engineer,207,1,5963.1,0,-39283624.0,0,0,0,0
TX000694,AC00011,733.29,1,41,598,173,31,0,52,Doctor,94,5,10427.0,1,-51801896.0,1,1,1,4
TX000695,AC00432,350.15,0,14,228,28,51,0,21,Student,195,1,296.47,0,-29605812.0,1,0,0,1
TX000696,AC00240,1151.18,1,18,203,516,54,0,65,Doctor,105,1,1100.06,0,-37723235.0,0,0,0,0
TX000697,AC00497,183.67,1,36,182,525,84,2,19,Student,238,1,910.26,0,-42911976.0,0,0,0,0
TX000698,AC00026,278.27,1,40,139,559,26,1,29,Doctor,123,1,6684.34,0,-49562523.0,0,0,0,0
TX000699,AC00277,470.3,1,2,675,426,90,0,40,Doctor,88,1,8524.09,0,-36163275.0,0,0,0,0
TX000700,AC00116,261.69,1,30,115,289,41,0,53,Retired,84,1,5126.65,0,-29601584.0,0,0,0,0
TX000701,AC00367,365.04,1,41,226,557,2,1,22,Student,94,1,873.89,0,-52587731.0,0,0,0,0
TX000702,AC00030,211.1,1,24,633,262,69,1,57,Retired,136,1,7059.77,0,-35996893.0,0,0,0,0
TX000703,AC00111,21.49,1,10,106,487,49,0,58,Doctor,240,1,11991.24,0,-47488611.0,0,0,0,0
TX000704,AC00220,63.58,1,8,80,189,92,0,18,Student,199,1,8086.04,0,-36253722.0,0,0,0,0
TX000705,AC00295,321.86,1,35,537,117,4,0,63,Doctor,167,1,12626.49,0,-40491644.0,0,0,0,0
TX000706,AC00137,12.11,1,17,560,471,37,1,75,Retired,127,1,1730.28,0,-28309783.0,0,0,0,0
TX000707,AC00004,642.54,1,25,643,199,24,1,44,Engineer,28,1,3143.17,0,-46963277.0,0,0,0,0
TX000708,AC00442,210.45,1,19,530,123,10,0,27,Student,146,1,1242.49,0,-28394359.0,0,0,0,0
TX000709,AC00201,313.65,0,6,280,473,16,1,55,Retired,173,1,1886.36,0,-55612962.0,0,0,0,0
TX000710,AC00462,99.76,1,34,484,411,38,1,26,Student,131,1,416.89,0,-39282289.0,0,0,0,0
TX000711,AC00390,115.32,1,10,643,334,74,1,53,Retired,113,1,5929.08,0,-40401869.0,0,0,0,0
TX000712,AC00297,33.61,1,25,114,120,13,2,23,Student,72,1,479.08,0,-38069020.0,0,0,0,0
TX000713,AC00173,498.59,0,28,586,577,31,2,33,Doctor,32,1,5862.99,0,-55611992.0,0,0,0,0
TX000714,AC00382,98.81,1,37,415,413,46,1,27,Student,91,1,797.1,0,-36861598.0,0,0,0,0
TX000715,AC00175,1.87,1,42,161,388,13,0,65,Retired,147,1,7287.94,1,-32880907.0,0,0,0,1
TX000716,AC00035,78.92,0,17,116,144,74,2,59,Engineer,95,1,5624.86,0,-43852246.0,0,0,0,0
TX000717,AC00219,194.29,0,39,297,177,58,1,39,Engineer,10,1,2988.41,0,-56217795.0,1,0,0,1
TX000718,AC00416,28.73,1,18,369,580,15,0,53,Engineer,185,1,2712.96,0,-31939000.0,0,0,0,0
TX000719,AC00467,105.53,1,7,2,463,25,2,24,Student,88,1,1433.66,0,-43774434.0,0,0,0,0
TX000720,AC00465,737.34,1,24,40,574,5,2,30,Doctor,34,1,7336.56,1,-51373364.0,0,0,0,1
TX000721,AC00102,237.86,1,30,266,97,43,0,18,Student,210,1,475.63,0,-55002101.0,0,0,0,0
TX000722,AC00119,409.61,1,18,598,288,23,1,65,Doctor,89,1,11698.15,0,-40320268.0,0,0,0,0
TX000723,AC00418,75.53,0,14,579,465,8,2,21,Student,157,1,1034.35,0,-38068266.0,0,0,0,0
TX000724,AC00237,72.75,1,31,398,18,66,0,64,Doctor,15,1,12042.79,0,-47749036.0,0,0,0,0
TX000725,AC00279,39.11,1,8,235,284,51,2,26,Student,143,1,518.54,0,-37116170.0,0,0,0,0
TX000726,AC00067,1309.79,1,37,245,385,3,0,23,Student,139,1,1258.93,0,-52587451.0,0,1,1,2
TX000727,AC00043,729.38,1,20,428,591,92,0,68,Doctor,90,1,9127.65,0,-30725073.0,0,0,0,0
TX000728,AC00012,137.49,1,13,156,430,39,0,34,Engineer,50,1,4471.05,0,-40317176.0,0,0,0,0
TX000729,AC00244,504.71,1,11,8,370,59,2,29,Engineer,61,1,6214.54,0,-49556446.0,0,0,0,0
TX000730,AC00395,371.47,0,25,641,395,96,1,24,Student,58,1,1187.04,0,-45244319.0,0,0,0,0
TX000731,AC00253,430.35,1,5,94,348,6,2,36,Doctor,205,1,354.9,0,-53794068.0,0,0,0,0
TX000732,AC00394,230.32,1,19,264,448,14,1,35,Engineer,56,1,791.46,0,-46533181.0,0,0,0,0
TX000733,AC00457,121.71,1,6,654,523,14,0,52,Retired,140,1,5878.89,0,-36774540.0,0,0,0,0
TX000734,AC00046,98.87,1,11,57,355,59,2,20,Student,179,1,533.2,0,-57939351.0,0,0,0,0
TX000735,AC00011,117.55,1,14,86,416,45,0,24,Student,35,1,897.94,0,-46193766.0,0,0,0,0
TX000736,AC00045,244.64,1,40,168,505,71,1,30,Doctor,103,1,9159.56,0,-53702714.0,0,0,0,0
TX000737,AC00181,321.93,1,26,82,437,91,0,45,Engineer,12,1,4392.73,0,-28993240.0,0,0,0,0
TX000738,AC00149,1092.73,1,8,668,470,63,1,58,Retired,11,1,1390.98,0,-56213001.0,0,1,1,2
TX000739,AC00288,283.23,1,12,675,131,60,2,40,Engineer,98,1,2008.77,0,-55005533.0,0,0,0,0
TX000740,AC00014,346.65,1,42,76,431,61,2,30,Engineer,60,1,6356.96,0,-26581785.0,0,0,0,0
TX000741,AC00153,381.62,1,19,650,249,96,2,64,Retired,164,1,6009.12,0,-55870278.0,0,0,0,0
TX000742,AC00164,388.65,1,28,276,423,64,0,76,Retired,43,1,7896.85,0,-53712342.0,0,0,0,0
TX000743,AC00159,29.22,1,35,417,433,67,0,24,Student,151,1,1649.43,0,-42040378.0,0,0,0,0
TX000744,AC00360,46.75,1,7,453,285,77,1,67,Retired,150,1,2840.43,0,-39882709.0,0,0,0,0
TX000745,AC00326,348.64,1,38,215,94,97,2,57,Retired,128,1,3274.96,0,-44377153.0,0,0,0,0
TX000746,AC00110,319.17,1,40,429,512,87,2,73,Retired,81,1,6501.56,0,-57251447.0,0,0,0,0
TX000747,AC00110,73.95,1,18,325,481,11,0,26,Student,76,1,363.92,0,-31678057.0,0,0,0,0
TX000748,AC00257,389.63,1,23,625,155,99,2,27,Engineer,99,1,9748.48,0,-54143329.0,0,0,0,0
TX000749,AC00145,217.61,1,6,168,346,24,0,19,Student,45,1,1404.53,0,-51719617.0,0,0,0,0
TX000750,AC00455,199.84,1,9,318,443,81,0,21,Student,150,1,706.44,0,-56822860.0,0,0,0,0
TX000751,AC00282,56.35,1,5,259,199,32,0,44,Doctor,75,1,5095.73,0,-54748716.0,0,0,0,0
TX000752,AC00045,248.95,0,37,439,413,67,1,65,Retired,29,1,3059.79,1,-43775397.0,0,0,0,1
TX000753,AC00390,142.58,1,35,627,109,47,0,33,Engineer,145,1,7844.23,0,-43515955.0,0,0,0,0
TX000754,AC00032,1020.73,1,13,656,199,86,0,28,Student,87,1,1119.61,0,-40490966.0,0,0,0,0
TX000755,AC00153,84.34,1,22,476,301,38,2,58,Retired,248,3,5313.97,0,-44466095.0,0,0,1,1
TX000756,AC00460,1607.55,1,31,69,582,30,0,31,Engineer,156,1,6227.99,1,-36603630.0,1,1,1,4
TX000757,AC00154,333.78,1,36,429,451,56,0,60,Retired,98,1,6810.94,0,-29340842.0,0,0,0,0
TX000758,AC00190,332.59,1,35,159,197,59,2,55,Retired,143,1,1457.07,0,-41437132.0,0,0,0,0
TX000759,AC00156,236.81,1,28,266,255,12,1,22,Student,15,1,813.68,0,-32368043.0,0,0,0,0
TX000760,AC00005,417.8,0,30,610,451,65,1,27,Student,130,1,1518.82,0,-42911283.0,0,0,0,0
TX000761,AC00126,319.27,1,35,168,335,51,0,50,Doctor,150,1,10269.78,0,-39280640.0,0,0,0,0
TX000762,AC00201,384.1,1,11,480,294,3,1,42,Engineer,172,1,672.79,0,-45754724.0,0,0,0,0
TX000763,AC00165,820.62,0,14,602,442,83,1,61,Doctor,158,1,6024.8,0,-52843709.0,0,0,0,0
TX000764,AC00420,474.77,0,16,45,15,72,2,56,Engineer,50,1,2158.59,0,-27186016.0,0,0,0,0
TX000765,AC00329,542.72,0,16,556,400,99,1,43,Doctor,92,1,6011.8,0,-36855056.0,0,0,0,0
TX000766,AC00037,79.8,1,13,461,257,69,0,73,Retired,76,1,6372.58,0,-27442154.0,0,0,0,0
TX000767,AC00293,46.24,1,36,573,534,42,1,57,Engineer,52,1,2569.56,0,-51984098.0,0,0,0,0
TX000768,AC00481,327.8,1,37,500,567,53,0,61,Doctor,54,1,10585.48,0,-29946289.0,0,0,0,0
TX000769,AC00233,445.79,1,19,298,321,51,0,52,Doctor,161,1,717.99,0,-41957546.0,0,0,0,0
TX000770,AC00235,55.89,1,14,446,225,25,2,72,Retired,150,1,3689.65,0,-38416623.0,0,0,0,0
TX000771,AC00324,158.41,1,34,120,253,12,1,28,Student,16,1,1512.16,0,-54747665.0,0,0,0,0
TX000772,AC00029,101.19,0,10,507,534,32,2,64,Doctor,75,1,14389.45,0,-29424663.0,1,1,0,2
TX000773,AC00093,827.14,1,12,625,343,17,1,36,Engineer,265,4,9800.21,1,-56731381.0,1,1,1,4
TX000774,AC00141,61.97,1,31,470,6,55,0,74,Retired,95,1,7014.69,0,-45926724.0,0,0,0,0
TX000775,AC00061,27.21,1,38,680,380,49,0,79,Retired,102,1,3520.61,0,-43947115.0,0,0,0,0
TX000776,AC00092,173.74,1,15,125,181,73,2,80,Retired,64,1,4913.42,0,-36512610.0,0,0,0,0
TX000777,AC00354,176.11,1,38,549,557,90,1,38,Engineer,105,1,9155.35,0,-39021695.0,0,0,0,0
TX000778,AC00358,88.4,1,13,110,38,64,2,46,Engineer,174,1,2567.53,0,-31068454.0,0,0,0,0
TX000779,AC00078,567.92,1,8,346,338,41,2,53,Retired,14,1,3779.47,0,-43429505.0,0,0,0,0
TX000780,AC00013,138.11,0,31,221,299,0,2,68,Retired,104,1,4177.65,0,-28391882.0,0,0,0,0
TX000781,AC00030,456.93,0,41,570,342,5,1,28,Engineer,193,1,7284.76,0,-34962656.0,0,0,0,0
TX000782,AC00074,101.42,1,1,190,40,35,2,66,Retired,146,1,6530.59,0,-48265927.0,0,0,0,0
TX000783,AC00399,300.61,1,12,84,195,5,2,44,Doctor,51,1,7895.54,0,-47746210.0,0,0,0,0
TX000784,AC00323,265.94,1,4,564,22,84,2,54,Engineer,132,1,6781.3,0,-44726130.0,0,0,0,0
TX000785,AC00107,345.54,1,36,53,343,49,2,29,Engineer,50,1,2091.78,0,-56131529.0,0,0,0,0
TX000786,AC00211,411.52,1,20,477,459,22,0,41,Doctor,88,1,11108.39,0,-57335337.0,0,0,0,0
TX000787,AC00297,111.21,1,32,386,344,75,1,35,Doctor,111,1,9088.36,0,-38064931.0,0,0,0,0
TX000788,AC00102,316.37,1,7,581,352,87,0,53,Engineer,86,1,4671.69,0,-37463623.0,0,0,0,0
TX000789,AC00196,260.63,1,13,547,406,4,1,37,Engineer,142,1,7534.73,0,-27609022.0,0,0,0,0
TX000790,AC00342,92.36,1,9,580,385,91,0,29,Engineer,144,1,6353.14,0,-50771961.0,0,0,0,0
TX000791,AC00027,262.06,1,28,393,434,28,1,63,Doctor,118,1,13587.52,0,-36259268.0,0,0,0,0
TX000792,AC00339,64.5,1,10,75,232,61,0,74,Retired,230,1,1351.24,0,-38410572.0,0,0,0,0
TX000793,AC00468,253.55,1,17,110,427,6,0,28,Engineer,85,5,2797.26,1,-57251534.0,1,1,1,4
TX000794,AC00262,408.28,0,26,618,118,27,1,21,Student,125,3,1222.77,0,-51809821.0,1,1,1,3
TX000795,AC00425,175.94,1,16,423,441,43,0,57,Retired,89,1,3728.04,0,-44725858.0,0,0,0,0
TX000796,AC00161,199.47,1,11,568,548,40,2,57,Doctor,142,1,6067.44,0,-38677244.0,0,0,0,0
TX000797,AC00417,51.07,1,9,112,186,16,1,63,Retired,133,1,4292.16,0,-56210714.0,0,0,0,0
TX000798,AC00208,435.86,1,17,455,134,74,0,56,Retired,134,1,3801.82,0,-26837490.0,0,0,0,0
TX000799,AC00304,74.73,0,17,549,570,8,1,64,Retired,162,1,6353.22,0,-55608648.0,0,0,0,0
TX000800,AC00166,182.79,0,21,482,405,12,2,23,Student,14,1,1251.85,0,-32456739.0,0,0,0,0
TX000801,AC00279,628.36,1,2,400,284,4,2,44,Doctor,108,1,11869.71,0,-56476675.0,0,0,0,0
TX000802,AC00114,268.39,1,35,218,540,20,2,29,Doctor,177,1,9409.43,0,-53704723.0,0,0,0,0
TX000803,AC00411,362.27,1,17,72,507,50,0,80,Retired,47,1,6003.59,0,-46884657.0,0,0,0,0
TX000804,AC00380,560.15,0,22,476,577,58,2,50,Engineer,92,1,817.83,0,-38671755.0,0,0,0,0
TX000805,AC00272,351.99,1,6,496,145,0,0,80,Retired,45,2,3663.64,0,-44118799.0,0,0,1,1
TX000806,AC00202,132.36,1,7,198,425,93,1,28,Student,160,1,319.65,0,-51980888.0,0,0,0,0
TX000807,AC00053,24.77,0,26,434,365,1,2,40,Engineer,17,1,478.23,0,-31849882.0,0,0,0,0
TX000808,AC00316,668.67,1,11,662,243,18,2,44,Doctor,143,4,13446.81,1,-31328904.0,1,1,1,4
TX000809,AC00422,80.24,0,27,586,266,15,1,53,Doctor,58,1,8012.81,0,-46190611.0,0,0,0,0
TX000810,AC00083,8.65,1,23,103,348,59,0,68,Retired,198,1,4201.22,0,-30210196.0,0,0,0,0
TX000811,AC00125,178.91,1,29,40,404,34,0,18,Student,19,1,8870.89,0,-51809402.0,0,0,0,0
TX000812,AC00227,115.22,1,37,181,521,62,1,27,Engineer,108,1,906.2,0,-28652614.0,0,0,0,0
TX000813,AC00292,161.63,1,38,606,400,76,2,46,Doctor,276,1,9286.37,0,-27185737.0,0,0,0,0
TX000814,AC00319,542.75,0,26,621,545,44,1,70,Retired,63,1,2224.08,0,-28733977.0,0,0,0,0
TX000815,AC00431,317.47,0,34,59,62,82,2,67,Doctor,16,1,14639.28,0,-47745384.0,1,1,1,3
TX000816,AC00365,280.99,1,15,359,28,95,1,45,Engineer,29,1,9733.59,0,-53791463.0,0,0,0,0
TX000817,AC00050,24.19,1,36,97,245,60,0,29,Engineer,28,1,2756.2,0,-54830058.0,0,0,0,0
TX000818,AC00129,586.85,1,23,498,248,13,0,36,Doctor,86,1,6655.15,0,-38589291.0,0,0,0,0
TX000819,AC00366,372.41,1,36,350,339,87,0,55,Retired,143,1,3233.87,0,-43509258.0,0,0,0,0
TX000820,AC00452,63.17,1,14,627,45,38,0,20,Student,148,1,1676.57,0,-40397901.0,0,0,0,0
TX000821,AC00339,383.69,1,7,131,24,63,2,54,Engineer,285,1,8371.11,0,-31935835.0,0,0,0,0
TX000822,AC00389,247.17,0,6,80,470,95,1,65,Retired,149,1,2611.64,0,-45929328.0,0,0,0,0
TX000823,AC00188,48.78,0,18,70,39,5,1,18,Student,136,1,552.06,1,-38935590.0,0,0,0,1
TX000824,AC00039,4.15,0,29,208,197,18,1,60,Retired,119,1,6017.36,1,-32974509.0,0,0,0,1
TX000825,AC00319,60.99,1,28,631,453,36,1,34,Engineer,58,1,7281.46,0,-39797614.0,0,0,0,0
TX000826,AC00077,408.19,1,23,355,261,37,1,26,Engineer,241,1,6847.47,0,-28048821.0,0,0,0,0
TX000827,AC00131,524.6,1,12,575,434,1,1,58,Doctor,76,1,13017.7,0,-49818732.0,0,0,0,0
TX000828,AC00180,108.96,1,25,234,451,69,0,26,Student,247,1,7597.66,1,-33746073.0,0,0,0,1
TX000829,AC00249,70.03,1,26,4,276,72,1,63,Retired,49,1,7330.31,0,-27783202.0,0,0,0,0
TX000830,AC00454,124.84,1,21,620,232,50,2,52,Retired,79,1,6711.78,0,-35303206.0,0,0,0,0
TX000831,AC00076,324.04,1,41,622,11,42,0,54,Retired,30,1,2248.06,0,-42131942.0,0,0,0,0
TX000832,AC00386,39.69,1,2,522,357,88,2,70,Retired,163,1,3524.68,0,-48351077.0,0,0,0,0
TX000833,AC00444,157.7,0,29,74,326,18,1,58,Engineer,46,1,8332.58,0,-29256105.0,0,0,0,0
TX000834,AC00307,81.27,0,39,222,306,50,2,22,Student,68,1,1814.48,0,-31332853.0,0,0,0,0
TX000835,AC00397,193.82,1,18,514,170,41,1,37,Engineer,176,1,3886.77,0,-48694763.0,0,0,0,0
TX000836,AC00078,16.73,1,29,640,316,21,2,79,Retired,165,1,7591.13,0,-29341168.0,0,0,0,0
TX000837,AC00348,474.05,1,38,623,369,30,0,57,Retired,214,1,1484.31,0,-39015609.0,0,0,0,0
TX000838,AC00169,39.21,1,24,58,20,92,0,66,Doctor,245,4,9385.57,1,-46972581.0,1,1,1,4
TX000839,AC00007,637.75,1,9,544,242,27,1,79,Retired,152,1,4202.92,0,-40492906.0,0,0,0,0
TX000840,AC00009,153.59,0,32,262,314,0,1,66,Retired,174,1,4813.12,0,-47485544.0,0,0,0,0
TX000841,AC00065,186.6,1,40,537,240,85,1,18,Student,139,1,9716.68,0,-32458041.0,0,0,0,0
TX000842,AC00362,644.08,1,1,362,473,17,2,24,Student,55,1,1980.62,0,-47140698.0,0,0,0,0
TX000843,AC00444,226.66,1,2,624,174,0,1,41,Doctor,168,1,10216.25,0,-27004352.0,0,0,0,0
TX000844,AC00106,305.0,1,31,590,294,2,0,22,Student,222,1,944.83,0,-33576380.0,0,0,0,0
TX000845,AC00241,233.1,0,26,456,411,10,1,42,Doctor,37,1,7469.2,0,-56817771.0,0,0,0,0
TX000846,AC00092,793.13,1,22,501,220,34,2,68,Doctor,76,1,13389.16,1,-46971098.0,0,0,1,2
TX000847,AC00173,224.19,1,15,259,440,16,0,52,Doctor,93,1,8475.47,0,-35393096.0,0,0,0,0
TX000848,AC00363,214.83,0,40,222,316,8,0,23,Student,63,1,991.69,0,-51371955.0,1,1,0,2
TX000849,AC00185,163.46,0,3,148,414,36,1,63,Retired,111,1,6953.8,0,-36514898.0,0,0,0,0
TX000850,AC00370,194.99,1,17,427,220,96,1,34,Engineer,91,1,1370.03,0,-29257580.0,0,0,0,0
TX000851,AC00124,23.4,1,12,78,520,26,0,46,Doctor,175,4,14851.28,1,-54826765.0,1,1,1,4
TX000852,AC00412,227.5,1,34,221,93,54,2,34,Doctor,277,1,11505.35,0,-51981122.0,0,0,0,0
TX000853,AC00068,259.9,1,28,534,111,82,2,26,Student,100,1,914.28,0,-43257526.0,0,0,0,0
TX000854,AC00321,59.51,0,9,256,557,85,2,36,Doctor,55,1,9955.88,0,-50083193.0,0,0,0,0
TX000855,AC00302,50.63,1,8,303,566,44,2,64,Retired,143,1,4732.81,0,-45762673.0,0,0,0,0
TX000856,AC00217,1074.95,1,17,654,203,88,1,20,Student,91,1,530.86,0,-44983255.0,0,0,1,1
TX000857,AC00298,112.94,0,35,258,119,90,2,73,Retired,31,1,3807.84,1,-29860292.0,0,1,0,2
TX000858,AC00327,11.81,1,31,286,585,71,0,21,Student,131,1,320.25,0,-53193615.0,0,0,0,0
TX000859,AC00054,329.14,1,34,153,481,17,1,55,Doctor,14,1,12033.92,0,-30727878.0,0,0,0,0
TX000860,AC00403,154.24,1,23,127,357,48,0,61,Retired,82,1,6109.55,0,-31420142.0,0,0,0,0
TX000861,AC00397,233.44,1,6,322,409,36,2,20,Student,297,1,1691.88,0,-56475846.0,0,1,0,1
TX000862,AC00383,141.8,1,6,45,241,87,0,18,Student,116,1,1697.67,0,-30633152.0,0,0,0,0
TX000863,AC00450,209.03,1,11,357,224,11,1,55,Engineer,126,1,8359.5,0,-33832219.0,0,0,0,0
TX000864,AC00086,1137.63,1,3,477,338,73,0,26,Student,144,1,1629.12,0,-54313957.0,0,1,0,1
TX000865,AC00156,261.14,1,35,212,245,39,0,42,Engineer,162,1,6100.08,0,-46531489.0,0,0,0,0
TX000866,AC00418,101.81,1,13,204,176,86,0,45,Doctor,105,1,13872.03,0,-42646778.0,0,0,0,0
TX000867,AC00263,98.71,1,13,268,529,69,0,32,Doctor,117,1,10095.23,0,-35648773.0,0,0,0,0
TX000868,AC00009,87.38,1,1,344,385,53,1,21,Student,252,1,1504.99,0,-52839976.0,0,0,0,0
TX000869,AC00436,83.39,1,29,68,97,41,1,32,Doctor,158,1,13182.11,0,-35655086.0,0,0,0,0
TX000870,AC00399,267.55,1,5,136,214,83,2,46,Engineer,40,1,4330.04,0,-44035558.0,0,0,0,0
TX000871,AC00182,870.05,1,12,96,538,76,0,29,Doctor,39,1,905.25,0,-37207724.0,0,0,0,0
